org_uuid,industry,founded_year,score,raw_output
21bacb27-609e-15ea-e220-58903e9fbe13,Transportation,2006,3.0,Answer: 3
05155100-b73a-4b19-60e3-8b3250307395,Technology,2006,4.0,Answer: 4
c5fef562-18c3-ae85-01bb-5bd9150efe69,Media Entertainment and Gaming,2005,3.0,Answer: 3
e7e62164-a0b3-e613-b0df-5a8c4ed821f9,Media Entertainment and Gaming,2012,4.0,Answer: 4
e7e62164-a0b3-e613-b0df-5a8c4ed821f9,Technology,2012,4.0,Answer: 4
24d3bda6-48ff-a9ad-7737-9e090d686786,Life Sciences,2007,4.0,Answer: 4
24d3bda6-48ff-a9ad-7737-9e090d686786,Technology,2007,5.0,Answer: 5
f87be3ec-ed9a-1203-e8c7-b021c30a6f36,Fintech,2006,3.0,Answer: 3
f87be3ec-ed9a-1203-e8c7-b021c30a6f36,Life Sciences,2006,4.0,Answer: 4
2d98c4d0-adab-6261-c07e-c92f04b0e4b2,Technology,2011,4.0,Answer: 4
b4ecd541-cd83-75fc-a2aa-8ef4b150d91e,Technology,2005,4.0,Answer: 4
b3a1bd4c-3105-135b-c51c-b209ce49be1d,Consumer Goods,2007,4.0,Answer: 4
7dd26818-843a-d792-1675-b7dae4d2da2d,Media Entertainment and Gaming,2006,5.0,Answer: 5
7dd26818-843a-d792-1675-b7dae4d2da2d,Technology,2006,5.0,Answer: 5
cf7b70bf-d4a9-ba2d-3971-b36ddf7d5334,Transportation,2006,3.0,Answer: 3
55a90d41-b49b-a697-4f97-4a6531cfe3d1,Technology,2008,4.0,Answer: 4
00e435dd-f616-27b3-9128-58fb909d04b4,Real Estate,2005,5.0,Answer: 5
5e06c72b-83b9-529c-4786-fcd50d796294,Media Entertainment and Gaming,2005,4.0,Answer: 4
37eb376b-c8c9-9b70-1d1d-21a336f4ec58,Consumer Goods,2007,4.0,Answer: 4
f93d65c7-11da-f085-0bdd-d54510f77a41,Life Sciences,2006,4.0,Answer: 4
bbc4867e-2cd9-ba2e-6443-b3a28b6cce75,Technology,2004,5.0,Answer: 5
caa1bd06-aaa5-82df-0a8e-37e7f58c48d4,Media Entertainment and Gaming,2005,4.0,Answer: 4
cb7ddf53-f0ff-438b-9535-18a37e4fd66e,Consumer Goods,2005,4.0,Answer: 4
d215c17e-5be2-ddf2-2ed8-25ce3ceaa9f6,Technology,2006,4.0,Answer: 4
e1aba49b-51e3-7a0a-42a2-bfccf6772c83,Technology,2007,4.0,Answer: 4
b300069d-4214-2913-a537-b7818f16aeae,Technology,2006,5.0,Answer: 5
047c3701-0f03-46ee-11ae-c7cb14f3b82f,Media Entertainment and Gaming,2005,4.0,Answer: 4
047c3701-0f03-46ee-11ae-c7cb14f3b82f,Technology,2005,4.0,Answer: 4
92cb48e5-d4f1-ff16-7727-3dac89de9abb,Technology,2005,4.0,Answer: 4
c626d079-467c-fb28-bf13-e7f40f9138bd,Media Entertainment and Gaming,2022,5.0,Answer: 5
0131c0b9-f013-50f6-e33e-7d0067e80f71,Life Sciences,2006,4.0,Answer: 4
71bd10b9-0c85-445c-da1f-f914e35f620c,Technology,2007,4.0,Answer: 4
fbbb1727-21ca-8f73-2ca6-27a2eb22d4c3,Telecom,2007,4.0,Answer: 4
fbbb1727-21ca-8f73-2ca6-27a2eb22d4c3,Technology,2007,4.0,Answer: 4
d490a381-81fd-7298-66ea-6de8940d4e58,Technology,2007,5.0,Answer: 5
f61fd38c-0a36-c398-dad3-6342689838a8,Consumer Goods,2006,4.0,Answer: 4
f61fd38c-0a36-c398-dad3-6342689838a8,Technology,2006,4.0,Answer: 4
46ff310e-5e06-f626-f6b2-80f055fbc5d4,Media Entertainment and Gaming,2006,5.0,Answer: 5
46ff310e-5e06-f626-f6b2-80f055fbc5d4,Technology,2006,5.0,Answer: 5
ae47a580-8b74-cacc-7f98-eb0fc9118f3e,Technology,2006,4.0,Answer: 4
52bbf9b6-2c78-fdc2-d828-7b228cffaa78,Consumer Goods,2004,4.0,Answer: 4
f0ef2317-c60d-507f-d2f2-3b41891b77cc,Technology,2005,4.0,Answer: 4
3c65d874-ea2a-9c85-9b94-95bcd8a5e5fe,Consumer Goods,2006,4.0,Answer: 4
304c06db-48a7-e07c-cfb2-486981a42b49,Media Entertainment and Gaming,2006,5.0,Answer: 5
304c06db-48a7-e07c-cfb2-486981a42b49,Technology,2006,5.0,Answer: 5
6dd82f60-3c9b-88ca-0981-4f2668caad03,Technology,2007,4.0,Answer: 4
ae1ec5c5-5352-cd5d-8db5-220b46626b12,Transportation,2004,4.0,Answer: 4
ef598b5b-d588-c21f-9b93-be78443f4e22,Technology,2007,5.0,Answer: 5
b540b035-603b-5e9f-f3cd-68607b41ec0b,Technology,2005,3.0,Answer: 3
c3c889de-81cf-690c-30ab-a9b47ba0c30c,Cleantech,2005,5.0,Answer: 5
73a63123-20fc-39c3-f63d-d32be8fb5d6b,Technology,2005,4.0,Answer: 4
7340f43e-9720-9944-8292-1d2f52ca68d0,Technology,2005,4.0,Answer: 4
fd2bf7fa-6a58-6870-d378-9512f37f1760,Technology,2004,5.0,Answer: 5
093b4f08-7be6-03f3-31f2-6a640386132d,Media Entertainment and Gaming,2007,4.0,Answer: 4
ea7ed226-88e1-43c3-b75c-e05e9e5c29b0,Technology,2006,4.0,Answer: 4
732d750b-2c9f-4172-9c1d-6c1f633789d3,Technology,2005,4.0,Answer: 4
089f8cd0-d172-0917-e5ba-1a81a394b8e0,Fintech,2007,3.0,Answer: 3
0cfc75a7-5333-5e4e-93bd-68851e035974,Media Entertainment and Gaming,2004,4.0,Answer: 4
951f95f9-c974-d58c-36fd-86a360646f0c,Media Entertainment and Gaming,2008,4.0,Answer: 4
951f95f9-c974-d58c-36fd-86a360646f0c,Technology,2008,4.0,Answer: 4
89ea3dab-6e0d-84de-c2a4-28a26986e7d7,Technology,2006,5.0,Answer: 5
f1f88bbc-76d8-e8ee-2654-5081bdb1f74d,Fintech,2008,4.0,Answer: 4
54366f22-304f-686c-c1a2-9423845c5d8d,Technology,2006,4.0,Answer: 4
afba3265-fb8f-a8e7-a4ce-52d89a8b2d48,Technology,2005,4.0,Answer: 4
59fdddfb-ca97-605a-9b35-4d9d37067e7d,Technology,2006,4.0,Answer: 4
dd53c857-64b4-0bcd-9595-0753b37907cc,Consumer Goods,2006,4.0,Answer: 4
ebc60168-7065-ad13-6633-037965d2ddde,Consumer Goods,2007,3.0,Answer: 3
ebc60168-7065-ad13-6633-037965d2ddde,Media Entertainment and Gaming,2007,4.0,Answer: 4
68d93885-34e6-3967-786d-35b8be4df50f,Technology,2016,4.0,Answer: 4
c2d517a8-7fcf-6c97-6172-fedc19f72c58,Technology,2007,4.0,Answer: 4
47ab0bb3-afe3-3bd4-cf50-f834a5a15f06,Transportation,2005,4.0,Answer: 4
ab121e52-a397-bfd6-2297-8c378befacb8,Media Entertainment and Gaming,2005,4.0,Answer: 4
8b432937-11d9-7a2f-0b3e-b420e7ffff5e,Media Entertainment and Gaming,2010,4.0,Answer: 4
221f24fb-8b7a-36c0-7c84-311cd99efcb3,Technology,2004,5.0,Answer: 5
73633ee4-ea65-2967-6c5d-9b5fec7d2d5e,Fintech,2005,3.0,Answer: 3
73633ee4-ea65-2967-6c5d-9b5fec7d2d5e,Media Entertainment and Gaming,2005,5.0,Answer: 5
73633ee4-ea65-2967-6c5d-9b5fec7d2d5e,Technology,2005,5.0,Answer: 5
c992751c-bc85-e18b-1b2d-7e73d5ba5a89,Technology,2006,4.0,Answer: 4
0beb8d69-46c9-1884-e5f3-2038f3800571,Technology,2006,4.0,Answer: 4
99c4319a-945e-7f26-065a-b24c56f6a776,Media Entertainment and Gaming,2008,3.0,Answer: 3
99c4319a-945e-7f26-065a-b24c56f6a776,Technology,2008,3.0,Answer: 3
14123066-fe41-b63c-66ed-1275b8250a5d,Media Entertainment and Gaming,2007,4.0,Answer: 4
0c4ed5ef-0123-43f5-b9b9-04730b856747,Media Entertainment and Gaming,2006,4.0,Answer: 4
bb63e3a5-4c75-6219-5d7f-f9d492cfcc6f,Technology,2008,4.0,Answer: 4
892640f3-dc5e-d211-0ec8-e20531107947,Life Sciences,2005,4.0,Answer: 4
892640f3-dc5e-d211-0ec8-e20531107947,Technology,2005,4.0,Answer: 4
a0784114-75ae-c4dc-9c12-34550e228cca,Technology,2007,4.0,Answer: 4
4899bfae-bd5d-053a-2ffb-1e36a4e7eb46,Technology,2004,4.0,Answer: 4
cad898f9-6ddd-372c-3da1-a0d2ba4d4924,Technology,2007,5.0,Answer: 5
06669293-3a82-1d15-3c92-4ef04a2d685c,Consumer Goods,2007,4.0,Answer: 4
06669293-3a82-1d15-3c92-4ef04a2d685c,Technology,2007,4.0,Answer: 4
b9d62289-d55f-2692-f290-1433172f8289,Technology,2005,5.0,Answer: 5
df44ecc8-cac3-bb5e-321c-884dc52f1c85,Technology,2007,5.0,Answer: 5
099972bb-fb62-dcd8-0e3e-d4b9adeacb40,Technology,2007,5.0,Answer: 5
5856dea3-5ee3-df46-1291-512f2051d4dd,Technology,2004,4.0,Answer: 4
832aa4ec-1369-f5ee-d40f-921e85f116fa,Media Entertainment and Gaming,2007,4.0,Answer: 4
832aa4ec-1369-f5ee-d40f-921e85f116fa,Technology,2007,5.0,Answer: 5
7985418e-9830-268b-ee89-492c330d2477,Technology,2006,4.0,Answer: 4
3236db3a-741c-2b42-1a81-a566a39079a1,Technology,2008,3.0,Answer: 3
7f30271b-f8a3-e123-56b5-320934f8511b,Technology,2008,4.0,Answer: 4
87f53772-6520-9fb5-ee1d-a2d394430f85,Technology,2005,4.0,Answer: 4
3a7aadb1-8090-bb2b-2566-e1b6fe57f01b,Media Entertainment and Gaming,2008,4.0,Answer: 4
3a7aadb1-8090-bb2b-2566-e1b6fe57f01b,Technology,2008,4.0,Answer: 4
06ab3946-ff8c-47c2-6bbb-acfa4451e945,Media Entertainment and Gaming,2007,4.0,Answer: 4
02075318-237b-5fda-d8c3-52bac3bd12d6,Fintech,2007,3.0,Answer: 3
a985d16f-2075-da62-2b8e-e5b401eaefea,Media Entertainment and Gaming,2007,4.0,Answer: 4
974eb7b6-d50d-a0d5-6a63-4462d31637e7,Media Entertainment and Gaming,2008,4.0,Answer: 4
21d1a828-dc91-36fa-1bab-edbef7ba3474,Fintech,2005,3.0,Answer: 3
21d1a828-dc91-36fa-1bab-edbef7ba3474,Technology,2005,3.0,Answer: 3
b0c1c006-375d-73b9-b3d5-e824f6164a3a,Technology,2007,4.0,Answer: 4
1dda9b2b-aa5c-5553-3690-782df23270fe,Consumer Goods,2014,4.0,Answer: 4
1dda9b2b-aa5c-5553-3690-782df23270fe,Technology,2014,4.0,Answer: 4
bd4734f0-dab8-51a3-bc22-9ebdf57fc0ab,Media Entertainment and Gaming,2009,4.0,Answer: 4
bd4734f0-dab8-51a3-bc22-9ebdf57fc0ab,Technology,2009,4.0,Answer: 4
9e3ce877-41ba-b64e-797c-2952ce1ca362,Technology,2007,5.0,Answer: 5
4c09ae2e-fbe9-c548-bbcf-1c2a11ecd78c,Media Entertainment and Gaming,2008,4.0,Answer: 4
4c09ae2e-fbe9-c548-bbcf-1c2a11ecd78c,Technology,2008,4.0,Answer: 4
b383fabd-d7f2-b34f-7c19-f8fb8564baf5,Technology,2012,5.0,Answer: 5
2c35ef3c-2798-398e-59e0-123fc2a76407,Media Entertainment and Gaming,2005,4.0,Answer: 4
2c35ef3c-2798-398e-59e0-123fc2a76407,Technology,2005,4.0,Answer: 4
c0c88bcf-fb58-4cef-8d80-5df25f2b9659,Life Sciences,2008,4.0,Answer: 4
c0c88bcf-fb58-4cef-8d80-5df25f2b9659,Technology,2008,4.0,Answer: 4
d9300827-ce71-c774-8fd4-250fbb3624e8,Technology,2006,4.0,Answer: 4
c82703ee-9a82-b61b-20dd-64c1023967ad,Media Entertainment and Gaming,2008,4.0,Answer: 4
4803c019-3ecb-cc3e-a171-7626acebafd1,Technology,2004,5.0,Answer: 5
389010cf-2f24-fc37-594d-503300d9b31a,Technology,2008,4.0,Answer: 4
27d18653-6711-059d-efc0-f38484d4b7e4,Technology,2005,4.0,Answer: 4
3657eb47-0864-0f6c-556c-b7a40740cb2c,Media Entertainment and Gaming,2005,4.0,Answer: 4
3657eb47-0864-0f6c-556c-b7a40740cb2c,Life Sciences,2005,4.0,Answer: 4
ce1fdfee-e0c8-90ab-3164-97387253f061,Consumer Goods,2006,5.0,Answer: 5
ce1fdfee-e0c8-90ab-3164-97387253f061,Technology,2006,5.0,Answer: 5
b60c6a2d-4d5f-ecf9-a12b-bac61947f9e1,Consumer Goods,2007,4.0,Answer: 4
b2f07ec8-d9c2-b175-6b52-901882d6563c,Technology,2006,4.0,Answer: 4
15e47a3c-cbf9-31ed-91e9-f28e05c3101f,Media Entertainment and Gaming,2008,4.0,Answer: 4
d16ca692-d694-896c-f864-f2160c2c2007,Technology,2005,4.0,Answer: 4
1ebaa59b-7035-75d2-316d-e7b35b8a82ed,Fintech,2015,5.0,Answer: 5
1ebaa59b-7035-75d2-316d-e7b35b8a82ed,Technology,2015,4.0,Answer: 4
f6880541-7fb6-3869-a786-e27cd6e6c0c5,Transportation,2006,3.0,Answer: 3
f6880541-7fb6-3869-a786-e27cd6e6c0c5,Technology,2006,4.0,Answer: 4
8e5825f9-25dd-1ed2-8171-41255fc8c0ea,Technology,2008,4.0,Answer: 4
4361b5e3-697b-325f-63e7-1814d63b865f,Technology,2017,5.0,Answer: 5
a830fa56-e614-a265-e3eb-5362020be316,Media Entertainment and Gaming,2005,4.0,Answer: 4
bfd150d2-3ce4-bd54-0d10-b42fed2289a3,Technology,2004,4.0,Answer: 4
2e3a6633-05b3-44d5-e807-b7e89d369886,Media Entertainment and Gaming,2007,4.0,Answer: 4
2e3a6633-05b3-44d5-e807-b7e89d369886,Technology,2007,5.0,Answer: 5
2f3b9317-7609-4430-94fa-79ce9a0aaa64,Technology,2008,4.0,Answer: 4
cabe17f1-88ba-f53e-ea6b-685111d8f7ce,Technology,2004,4.0,Answer: 4
878b47e7-816d-a42d-50d5-d004f63c334a,Technology,2007,4.0,Answer: 4
450b29fe-cda2-0231-db64-7b8c0c7eaf54,Real Estate,2006,3.0,Answer: 3
450b29fe-cda2-0231-db64-7b8c0c7eaf54,Technology,2006,4.0,Answer: 4
cadb9773-3dde-1540-5aa1-67a2453f505e,Fintech,2004,3.0,Answer: 3
cadb9773-3dde-1540-5aa1-67a2453f505e,Technology,2004,4.0,Answer: 4
b1c3c77e-23bb-5201-f491-6a3b46c280a4,Technology,2005,4.0,Answer: 4
3aad2b12-0be3-e205-27af-208813ea4cfc,Technology,2006,4.0,Answer: 4
eb21d61f-b9f6-9d65-ccc6-df2ca485778a,Fintech,2004,3.0,Answer: 3
eb21d61f-b9f6-9d65-ccc6-df2ca485778a,Life Sciences,2004,4.0,Answer: 4
5b78a04f-6e60-b6ba-0d52-6d2e6ca43c73,Technology,2004,5.0,Answer: 5
7b053b0b-0271-321b-3355-3cff81b6fd16,Technology,2006,4.0,Answer: 4
6b0d4c50-16dd-e1f6-4501-1d30a6adf7b0,Technology,2004,5.0,Answer: 5
ff65b5a2-e2f4-1557-b091-e93dfe88873e,Technology,2005,4.0,Answer: 4
d05297c2-43cb-ed84-fb55-52c30612b585,Technology,2008,4.0,Answer: 4
f8542f89-f715-933f-62b9-52e99fb0711c,Technology,2004,5.0,Answer: 5
33bdfb19-6197-70ee-20f5-0e83d5f46e72,Consumer Goods,2008,3.0,Answer: 3
cc4807ee-d8fc-4878-1f7b-0d9204744241,Media Entertainment and Gaming,2006,4.0,Answer: 4
cc4807ee-d8fc-4878-1f7b-0d9204744241,Technology,2006,5.0,Answer: 5
11e04a63-64c8-dc2e-9eda-f0be453c8c8f,Fintech,2007,3.0,Answer: 3
11e04a63-64c8-dc2e-9eda-f0be453c8c8f,Technology,2007,5.0,Answer: 5
26042595-13e0-5fd3-afc1-34edae77cf6a,Technology,2006,4.0,Answer: 4
16e536cb-1fb3-0259-7600-2c2ead699517,Technology,2006,4.0,Answer: 4
d524da0e-235d-2c66-9449-2fe23aad662a,Technology,2007,4.0,Answer: 4
e9ec35a6-f774-e287-895a-0527d6003ec7,Technology,2008,4.0,Answer: 4
7753ab58-500e-e1ed-f22f-64e83d4379d6,Media Entertainment and Gaming,2007,4.0,Answer: 4
4a715511-618c-9a7a-e132-e88955a9957e,Media Entertainment and Gaming,2005,4.0,Answer: 4
4a715511-618c-9a7a-e132-e88955a9957e,Technology,2005,4.0,Answer: 4
5e2bb6ba-0101-7b13-d52d-255e47ffe23c,Transportation,2013,4.0,Answer: 4
5e2bb6ba-0101-7b13-d52d-255e47ffe23c,Consumer Goods,2013,4.0,Answer: 4
5e2bb6ba-0101-7b13-d52d-255e47ffe23c,Technology,2013,5.0,Answer: 5
d97bcf8c-49ac-dbde-aeb4-3cd785b04378,Cleantech,2006,5.0,Answer: 5
0740db0a-005b-4961-d28b-cff376df3957,Technology,2007,4.0,Answer: 4
75b3839b-bc8b-03c7-c0de-d98f8ab344e9,Technology,2005,3.0,Answer: 3
c184b88d-1dff-a0c4-5aaf-0e97680be798,Media Entertainment and Gaming,2008,4.0,Answer: 4
c184b88d-1dff-a0c4-5aaf-0e97680be798,Technology,2008,4.0,Answer: 4
9918231e-b117-efef-0926-995aaa97d9bb,Cleantech,2007,5.0,Answer: 5
87e0582b-d52e-b3f5-2bfa-be248b0c8f09,Technology,2006,4.0,Answer: 4
fd9ac00c-92a2-7870-0659-e069829af195,Media Entertainment and Gaming,2007,4.0,Answer: 4
fd9ac00c-92a2-7870-0659-e069829af195,Technology,2007,4.0,Answer: 4
83b60e4f-edf3-66cd-bf01-a902a28a3792,Technology,2004,4.0,Answer: 4
5b106319-9789-8d9f-f866-e0614253e7c5,Consumer Goods,2007,3.0,Answer: 3
5b106319-9789-8d9f-f866-e0614253e7c5,Technology,2007,4.0,Answer: 4
b76dac89-a8f8-abe1-c129-f64bfe7fa3c1,Technology,2015,4.0,Answer: 4
4710af10-a305-1a4c-5d82-581ee2110459,Technology,2005,4.0,Answer: 4
ffd6f48b-1f7a-dd43-b087-a0a1c1521a1b,Technology,2004,5.0,Answer: 5
8da41802-b532-8a33-8603-83c1c35e2935,Technology,2007,5.0,Answer: 5
4b57242c-1035-65bd-532d-2dc6ed53e435,Fintech,2005,4.0,Answer: 4
4b57242c-1035-65bd-532d-2dc6ed53e435,Technology,2005,4.0,Answer: 4
f1af69eb-3a86-8529-b050-a8eb0a25c181,Technology,2006,4.0,Answer: 4
7614e5cb-4be5-d0ad-25dd-0db29328f2c6,Technology,2008,4.0,Answer: 4
d7e55d72-e117-2ef4-60ee-43e362fe9129,Technology,2006,4.0,Answer: 4
bd3c7c05-695c-39ce-3c83-cbd12b7fc9c7,Technology,2004,5.0,Answer: 5
584f584d-ee38-b11b-fc59-ba203a01cd03,Technology,2005,4.0,Answer: 4
79cc91e5-19cf-a7eb-a989-2a5ccd5e1a7b,Technology,2004,4.0,Answer: 4
17408813-8763-ce85-d6fa-255cc1ccaa11,Technology,2004,5.0,Answer: 5
b489a07e-7586-9b4c-86c9-e1f4730610ba,Technology,2010,4.0,Answer: 4
a50d8394-b76d-92d6-58a9-f92004b42929,Consumer Goods,2007,4.0,Answer: 4
a50d8394-b76d-92d6-58a9-f92004b42929,Technology,2007,4.0,Answer: 4
f54c1251-58e6-9728-5ce8-4ec1bcb8b0fc,Technology,2006,4.0,Answer: 4
b93ced35-0ec5-3cc2-86a6-8bf082904147,Media Entertainment and Gaming,2005,5.0,Answer: 5
4860d077-72de-f310-b2b0-842dd811a129,Transportation,2007,4.0,Answer: 4
4860d077-72de-f310-b2b0-842dd811a129,Technology,2007,4.0,Answer: 4
3682fe31-5eab-ff7e-af93-20287d9eb028,Technology,2012,5.0,Answer: 5
097d5f58-8bef-dce8-f8da-eefe2a9c53c2,Technology,2006,4.0,Answer: 4
58a49f48-f049-1150-d215-51ee302ae0dd,Media Entertainment and Gaming,2006,5.0,Answer: 5
08188951-6e48-e08a-4569-f90436c594e3,Technology,2007,5.0,Answer: 5
1d701078-0332-e91c-7821-e3680d49aa3d,Technology,2007,4.0,Answer: 4
ca34ca94-d5dc-1013-6d5e-381f55a1f1e2,Media Entertainment and Gaming,2007,4.0,Answer: 4
96f183c6-46a7-277c-a7b5-68cc91e4d21f,Life Sciences,2006,4.0,Answer: 4
14c5b1f7-b821-b6ca-0208-ea4b3138bd37,Technology,2008,4.0,Answer: 4
d6579f4e-8086-6558-03cb-c916596b79e1,Media Entertainment and Gaming,2007,4.0,Answer: 4
24be1527-bb87-26d7-5f2a-3a5150e5a27f,Technology,2004,5.0,Answer: 5
ff1e8767-2b06-f3a7-21a1-b8b89b5dbb73,Technology,2008,4.0,Answer: 4
25cce7d7-f0ce-73f0-fcce-851228be232e,Consumer Goods,2007,4.0,Answer: 4
5abbe513-4087-df21-143b-8f8b012c8377,Technology,2007,5.0,Answer: 5
48ee5f15-554e-f289-3ecc-dac13555eca4,Technology,2009,4.0,Answer: 4
712f7252-e1a3-3c87-d1bb-948a8de89f3d,Technology,2006,4.0,Answer: 4
e5d04317-9254-8426-7b7a-b87a6d280bb3,Technology,2007,4.0,Answer: 4
255d0a82-2595-bea0-58c5-a673ea628140,Fintech,2007,3.0,Answer: 3
002fa50a-e004-fb59-c783-cd0f8c05e77c,Consumer Goods,2006,4.0,Answer: 4
bcb617c3-9e43-d5b0-1d14-82b795f2642f,Transportation,2008,3.0,Answer: 3
bcb617c3-9e43-d5b0-1d14-82b795f2642f,Real Estate,2008,3.0,Answer: 3
bcb617c3-9e43-d5b0-1d14-82b795f2642f,Technology,2008,4.0,Answer: 4
578ca62a-9c9a-78e0-8351-7234f6637e2f,Media Entertainment and Gaming,2007,4.0,Answer: 4
578ca62a-9c9a-78e0-8351-7234f6637e2f,Technology,2007,4.0,Answer: 4
7912d431-eb22-b184-67d6-d23f4df34c58,Technology,2005,4.0,Answer: 4
051db092-1e48-1d89-4afc-9e5c94b543c9,Technology,2005,4.0,Answer: 4
cf7e14df-a731-5b84-2485-6edfc76e8368,Technology,2005,5.0,Answer: 5
3a1834a9-aba4-0802-59d9-e7892a63cc77,Technology,2005,4.0,Answer: 4
980cb6e5-4e6e-f6ff-8318-255e1d1db071,Media Entertainment and Gaming,2009,4.0,Answer: 4
33a9e609-294f-6b5e-7edc-b2cab105c891,Cleantech,2008,5.0,Answer: 5
3286787f-29c9-73f0-b16f-84b66b89a294,Technology,2004,5.0,Answer: 5
56064d8a-264f-f218-abfa-af60620378ed,Technology,2008,4.0,Answer: 4
cac0e598-4d97-6e2e-7674-8f9be0d2d1ad,Cleantech,2004,4.0,Answer: 4
76557ce8-2456-5048-5a71-3c4097256d53,Transportation,2016,5.0,Answer: 5
76557ce8-2456-5048-5a71-3c4097256d53,Technology,2016,4.0,Answer: 4
5d696d2d-c4a5-6b6d-dd6e-552f3220ec14,Technology,2007,4.0,Answer: 4
af364c3b-ad3b-82e0-a89d-cda1f3ebf728,Technology,2005,5.0,Answer: 5
1cf27259-85d4-a131-051d-260a3a17e092,Technology,2011,4.0,Answer: 4
dba606d8-3d21-1bdb-a6ee-78db6a430b55,Technology,2008,4.0,Answer: 4
8a7a376a-02db-3634-c38e-e95b833bf040,Fintech,2004,3.0,Answer: 3
8a7a376a-02db-3634-c38e-e95b833bf040,Technology,2004,5.0,Answer: 5
51ac54fd-3662-7a04-e01b-67420e164a34,Media Entertainment and Gaming,2008,4.0,Answer: 4
33a97e70-f137-e90f-8d68-950a043ee09f,Transportation,2012,5.0,Answer: 5
33a97e70-f137-e90f-8d68-950a043ee09f,Technology,2012,5.0,Answer: 5
248f4214-eedd-0432-0807-8c186ccca30f,Consumer Goods,2007,4.0,Answer: 4
248f4214-eedd-0432-0807-8c186ccca30f,Life Sciences,2007,5.0,Answer: 5
bd22ad58-0fa7-3d1d-3077-a01da5bd6a84,Technology,2007,4.0,Answer: 4
bd8a3f7c-09c2-ddf2-b877-9d103d83b5ac,Technology,2007,4.0,Answer: 4
46465f97-9699-6e8a-3c7e-2343dac78938,Media Entertainment and Gaming,2010,4.0,Answer: 4
46465f97-9699-6e8a-3c7e-2343dac78938,Technology,2010,4.0,Answer: 4
73b8d7d7-91c2-8978-1cf9-6522fc932129,Technology,2008,3.0,Answer: 3
3cb517c0-89d0-0a9a-2e9d-463766f3a55f,Technology,2008,4.0,Answer: 4
8e51db8e-e2bc-1624-d09e-79d9bd3704b6,Technology,2007,4.0,Answer: 4
a1d30124-737c-8b35-6b65-fab3f3dc4a12,Consumer Goods,2007,4.0,Answer: 4
a1d30124-737c-8b35-6b65-fab3f3dc4a12,Life Sciences,2007,4.0,Answer: 4
086f98f4-4f4e-f8c4-2ee8-1e65188c59f3,Transportation,2008,2.0,Answer: 2
086f98f4-4f4e-f8c4-2ee8-1e65188c59f3,Consumer Goods,2008,3.0,Answer: 3
9029d94c-3abc-5f44-e98b-8d02b41c4281,Media Entertainment and Gaming,2007,4.0,Answer: 4
9029d94c-3abc-5f44-e98b-8d02b41c4281,Technology,2007,4.0,Answer: 4
fde823b6-1d22-d8a3-7411-c9e13b363f56,Technology,2005,4.0,Answer: 4
07b6189a-144a-82aa-41e1-261366d4a74c,Fintech,2008,4.0,Answer: 4
07b6189a-144a-82aa-41e1-261366d4a74c,Technology,2008,3.0,Answer: 3
ab5c6514-4073-9772-7b7b-83687e027883,Technology,2008,4.0,Answer: 4
