org_uuid,org_name,score,raw_output
caa1bd06-aaa5-82df-0a8e-37e7f58c48d4,Mochi Media,5.0,Answer: 5
cb7ddf53-f0ff-438b-9535-18a37e4fd66e,Blurb,3.0,3
d215c17e-5be2-ddf2-2ed8-25ce3ceaa9f6,Avvo,4.0,Answer: 4
e1aba49b-51e3-7a0a-42a2-bfccf6772c83,Rollbase,5.0,Answer: 5
b300069d-4214-2913-a537-b7818f16aeae,Gigya,5.0,Answer: 5
047c3701-0f03-46ee-11ae-c7cb14f3b82f,Fleaflicker,4.0,Answer: 4
92cb48e5-d4f1-ff16-7727-3dac89de9abb,Vobile,2.0,Answer: 2
c626d079-467c-fb28-bf13-e7f40f9138bd,Warner Bros Discovery,5.0,Answer: 5
0131c0b9-f013-50f6-e33e-7d0067e80f71,RealSelf,3.0,3
71bd10b9-0c85-445c-da1f-f914e35f620c,RescueTime,4.0,Answer: 4
fbbb1727-21ca-8f73-2ca6-27a2eb22d4c3,Phone.com,3.0,Answer: 3
d490a381-81fd-7298-66ea-6de8940d4e58,Taboola,4.0,Answer: 4
f61fd38c-0a36-c398-dad3-6342689838a8,Bug Labs,4.0,Answer: 4
46ff310e-5e06-f626-f6b2-80f055fbc5d4,HubSpot,3.0,3
ae47a580-8b74-cacc-7f98-eb0fc9118f3e,iMemories,4.0,Answer: 4
52bbf9b6-2c78-fdc2-d828-7b228cffaa78,Grubhub,4.0,Answer: 4
f0ef2317-c60d-507f-d2f2-3b41891b77cc,Vemo,4.0,Answer: 4
3c65d874-ea2a-9c85-9b94-95bcd8a5e5fe,Summize US,3.0,3
304c06db-48a7-e07c-cfb2-486981a42b49,Jobvite,4.0,Answer: 4
6dd82f60-3c9b-88ca-0981-4f2668caad03,RivalSoft,4.0,Answer: 4
ae1ec5c5-5352-cd5d-8db5-220b46626b12,KAYAK,3.0,3
ef598b5b-d588-c21f-9b93-be78443f4e22,Acquia,3.0,Answer: 3
b540b035-603b-5e9f-f3cd-68607b41ec0b,Chumby,5.0,[Answer: 5]
c3c889de-81cf-690c-30ab-a9b47ba0c30c,One Laptop Per Child,5.0,Answer: 5
73a63123-20fc-39c3-f63d-d32be8fb5d6b,Fotolia,5.0,Answer: 5
7340f43e-9720-9944-8292-1d2f52ca68d0,Pinger,3.0,Answer: 3
fd2bf7fa-6a58-6870-d378-9512f37f1760,SugarCRM,3.0,Answer: 3
093b4f08-7be6-03f3-31f2-6a640386132d,Big Think,3.0,3
ea7ed226-88e1-43c3-b75c-e05e9e5c29b0,Splashtop,5.0,Answer: 5
732d750b-2c9f-4172-9c1d-6c1f633789d3,Smaato,5.0,Answer: 5
089f8cd0-d172-0917-e5ba-1a81a394b8e0,Credit Karma,5.0,Answer: 5
0cfc75a7-5333-5e4e-93bd-68851e035974,Armor Games,4.0,Answer: 4
951f95f9-c974-d58c-36fd-86a360646f0c,WonderHowTo,1.0,"1
Note: The provided text appears to"
89ea3dab-6e0d-84de-c2a4-28a26986e7d7,Mashery,5.0,Answer: 5
f1f88bbc-76d8-e8ee-2654-5081bdb1f74d,Indiegogo,5.0,Answer: 5
54366f22-304f-686c-c1a2-9423845c5d8d,LiquidPlanner,4.0,Answer: 4
afba3265-fb8f-a8e7-a4ce-52d89a8b2d48,Gliffy,4.0,Answer: 4
59fdddfb-ca97-605a-9b35-4d9d37067e7d,Limeade,3.0,Answer: 3
dd53c857-64b4-0bcd-9595-0753b37907cc,Mixbook,5.0,Answer: 5
ebc60168-7065-ad13-6633-037965d2ddde,MyCityFaces,2.0,2
68d93885-34e6-3967-786d-35b8be4df50f,SecondBrain,2.0,Answer: 2
c2d517a8-7fcf-6c97-6172-fedc19f72c58,FlyPaper Technologies,3.0,Answer: 3
47ab0bb3-afe3-3bd4-cf50-f834a5a15f06,HomeAway,4.0,Answer: 4
ab121e52-a397-bfd6-2297-8c378befacb8,LiveUniverse,3.0,Answer: 3
8b432937-11d9-7a2f-0b3e-b420e7ffff5e,Evolve Labs,3.0,Answer: 3
221f24fb-8b7a-36c0-7c84-311cd99efcb3,Pentaho,3.0,Answer: 3
73633ee4-ea65-2967-6c5d-9b5fec7d2d5e,Y Combinator,4.0,Answer: 4
c992751c-bc85-e18b-1b2d-7e73d5ba5a89,SendMe,4.0,Answer: 4
0beb8d69-46c9-1884-e5f3-2038f3800571,Blog Talk Radio,2.0,2
99c4319a-945e-7f26-065a-b24c56f6a776,GirlsAskGuys.com,4.0,Answer: 4
14123066-fe41-b63c-66ed-1275b8250a5d,Bleacher Report,2.0,2
0c4ed5ef-0123-43f5-b9b9-04730b856747,Yardbarker Media,3.0,Answer: 3
bb63e3a5-4c75-6219-5d7f-f9d492cfcc6f,Rocket Lawyer,4.0,Answer: 4
892640f3-dc5e-d211-0ec8-e20531107947,Phreesia,4.0,Answer: 4
a0784114-75ae-c4dc-9c12-34550e228cca,crowdSPRING,2.0,Answer: 2
4899bfae-bd5d-053a-2ffb-1e36a4e7eb46,Printfection,3.0,3
cad898f9-6ddd-372c-3da1-a0d2ba4d4924,LiveRail,4.0,Answer: 4
06669293-3a82-1d15-3c92-4ef04a2d685c,ScanDigital,4.0,Answer: 4
b9d62289-d55f-2692-f290-1433172f8289,Workday,5.0,Answer: 5
099972bb-fb62-dcd8-0e3e-d4b9adeacb40,Jivox,4.0,Answer: 4
5856dea3-5ee3-df46-1291-512f2051d4dd,TeamWork Live,5.0,Answer: 5
832aa4ec-1369-f5ee-d40f-921e85f116fa,ShareThis,4.0,Answer: 4
7985418e-9830-268b-ee89-492c330d2477,Wrike,4.0,Answer: 4
3236db3a-741c-2b42-1a81-a566a39079a1,Ninite,4.0,Answer: 4
7f30271b-f8a3-e123-56b5-320934f8511b,280 North,4.0,Answer: 4
87f53772-6520-9fb5-ee1d-a2d394430f85,Virtualmin,2.0,Answer: 2
3a7aadb1-8090-bb2b-2566-e1b6fe57f01b,Notice Technologies,3.0,Answer: 3
06ab3946-ff8c-47c2-6bbb-acfa4451e945,Maestro,3.0,Answer: 3
02075318-237b-5fda-d8c3-52bac3bd12d6,LendKey Technologies,4.0,Answer: 4
a985d16f-2075-da62-2b8e-e5b401eaefea,ioVentures,3.0,3
974eb7b6-d50d-a0d5-6a63-4462d31637e7,thesixtyone,3.0,Answer: 3
21d1a828-dc91-36fa-1bab-edbef7ba3474,SlideShare,4.0,Answer: 4
b0c1c006-375d-73b9-b3d5-e824f6164a3a,Imikimi,3.0,Answer: 3
1dda9b2b-aa5c-5553-3690-782df23270fe,Swaggle,3.0,Answer: 3
bd4734f0-dab8-51a3-bc22-9ebdf57fc0ab,TeamSnap,5.0,Answer: 5
9e3ce877-41ba-b64e-797c-2952ce1ca362,Zemanta,2.0,2
4c09ae2e-fbe9-c548-bbcf-1c2a11ecd78c,Edmodo,4.0,Answer: 4
b383fabd-d7f2-b34f-7c19-f8fb8564baf5,Woopra,4.0,Answer: 4
2c35ef3c-2798-398e-59e0-123fc2a76407,Cellufun,2.0,Answer: 2
c0c88bcf-fb58-4cef-8d80-5df25f2b9659,eHealthMe,3.0,3
d9300827-ce71-c774-8fd4-250fbb3624e8,Marin Software,5.0,[Answer: 5]
c82703ee-9a82-b61b-20dd-64c1023967ad,GamerNook,3.0,Answer: 3
4803c019-3ecb-cc3e-a171-7626acebafd1,SiBEAM,5.0,Answer: 5
389010cf-2f24-fc37-594d-503300d9b31a,YouVersion,5.0,[Answer: 5]
27d18653-6711-059d-efc0-f38484d4b7e4,83 Degrees,3.0,Answer: 3
3657eb47-0864-0f6c-556c-b7a40740cb2c,Lumosity,5.0,Answer: 5
ce1fdfee-e0c8-90ab-3164-97387253f061,RichRelevance,4.0,Answer: 4
b60c6a2d-4d5f-ecf9-a12b-bac61947f9e1,Someecards,3.0,Answer: 3
b2f07ec8-d9c2-b175-6b52-901882d6563c,Jifflenow,4.0,Answer: 4
15e47a3c-cbf9-31ed-91e9-f28e05c3101f,YUPPTV,4.0,Answer: 4
d16ca692-d694-896c-f864-f2160c2c2007,Interarbor Solutions,4.0,Answer: 4
1ebaa59b-7035-75d2-316d-e7b35b8a82ed,Lemonade,5.0,Answer: 5
f6880541-7fb6-3869-a786-e27cd6e6c0c5,ImportGenius,3.0,3
8e5825f9-25dd-1ed2-8171-41255fc8c0ea,New Relic,5.0,[Answer: 5]
4361b5e3-697b-325f-63e7-1814d63b865f,Aera Technology,5.0,[Answer: 5]
a830fa56-e614-a265-e3eb-5362020be316,Citizen Sports,3.0,Answer: 3
bfd150d2-3ce4-bd54-0d10-b42fed2289a3,PhaseWare,3.0,3
2e3a6633-05b3-44d5-e807-b7e89d369886,Friend2Friend,4.0,Answer: 4
2f3b9317-7609-4430-94fa-79ce9a0aaa64,Welcome,5.0,Answer: 5
cabe17f1-88ba-f53e-ea6b-685111d8f7ce,Boardwalktech,3.0,Answer: 3
878b47e7-816d-a42d-50d5-d004f63c334a,New Leaders,3.0,"Answer:
3"
450b29fe-cda2-0231-db64-7b8c0c7eaf54,AppFolio,3.0,3
cadb9773-3dde-1540-5aa1-67a2453f505e,Tyfone,3.0,Answer: 3
b1c3c77e-23bb-5201-f491-6a3b46c280a4,Mozes,4.0,[Answer: 4]
3aad2b12-0be3-e205-27af-208813ea4cfc,Dexrex Gear,3.0,Answer: 3
eb21d61f-b9f6-9d65-ccc6-df2ca485778a,TerraPass,5.0,Answer: 5
5b78a04f-6e60-b6ba-0d52-6d2e6ca43c73,Zedge,2.0,2
7b053b0b-0271-321b-3355-3cff81b6fd16,Aprius,4.0,Answer: 4
6b0d4c50-16dd-e1f6-4501-1d30a6adf7b0,Aquantia,3.0,"Answer:
3"
ff65b5a2-e2f4-1557-b091-e93dfe88873e,Aster Data Systems,5.0,[Answer: 5]
d05297c2-43cb-ed84-fb55-52c30612b585,Bizo,4.0,Answer: 4
f8542f89-f715-933f-62b9-52e99fb0711c,eBureau,3.0,"Answer:
3"
33bdfb19-6197-70ee-20f5-0e83d5f46e72,Spoonflower,4.0,Answer: 4
cc4807ee-d8fc-4878-1f7b-0d9204744241,Votigo,4.0,Answer: 4
11e04a63-64c8-dc2e-9eda-f0be453c8c8f,GoodData,5.0,[Assigned Score: 5]
26042595-13e0-5fd3-afc1-34edae77cf6a,Skyfire Labs,4.0,Answer: 4
16e536cb-1fb3-0259-7600-2c2ead699517,NetProspex,3.0,Answer: 3
d524da0e-235d-2c66-9449-2fe23aad662a,Backblaze,5.0,Answer: 5
e9ec35a6-f774-e287-895a-0527d6003ec7,appssavvy,4.0,Answer: 4
7753ab58-500e-e1ed-f22f-64e83d4379d6,Dizzywood,3.0,Answer: 3
4a715511-618c-9a7a-e132-e88955a9957e,Mobile Rider,3.0,Answer: 3
5e2bb6ba-0101-7b13-d52d-255e47ffe23c,iSeeCars,4.0,Answer: 4
d97bcf8c-49ac-dbde-aeb4-3cd785b04378,Cool Earth Solar,4.0,Answer: 4
0740db0a-005b-4961-d28b-cff376df3957,Yield Software,3.0,Answer: 3
75b3839b-bc8b-03c7-c0de-d98f8ab344e9,Lingro,3.0,Answer: 3
c184b88d-1dff-a0c4-5aaf-0e97680be798,Attention Span Media,5.0,Answer: 5
9918231e-b117-efef-0926-995aaa97d9bb,Changents,3.0,3
87e0582b-d52e-b3f5-2bfa-be248b0c8f09,Making Sense,3.0,3
fd9ac00c-92a2-7870-0659-e069829af195,Videology,4.0,"Answer:
4"
83b60e4f-edf3-66cd-bf01-a902a28a3792,Remember The Milk,3.0,Answer: 3
5b106319-9789-8d9f-f866-e0614253e7c5,Red Karaoke,2.0,Answer: 2
b76dac89-a8f8-abe1-c129-f64bfe7fa3c1,Stardog,3.0,Answer: 3
4710af10-a305-1a4c-5d82-581ee2110459,NativeBroadcast,2.0,Answer: 2
ffd6f48b-1f7a-dd43-b087-a0a1c1521a1b,Sisense,4.0,4
8da41802-b532-8a33-8603-83c1c35e2935,Tatango,3.0,"Answer:
3"
4b57242c-1035-65bd-532d-2dc6ed53e435,Mendix,4.0,Answer: 4
f1af69eb-3a86-8529-b050-a8eb0a25c181,Mezmeriz,4.0,Answer: 4
7614e5cb-4be5-d0ad-25dd-0db29328f2c6,Encoding.com,4.0,Answer: 4
d7e55d72-e117-2ef4-60ee-43e362fe9129,Crazy Egg,2.0,Answer: 2
bd3c7c05-695c-39ce-3c83-cbd12b7fc9c7,Avature,5.0,Answer: 5
584f584d-ee38-b11b-fc59-ba203a01cd03,Nalpeiron,4.0,Answer: 4
79cc91e5-19cf-a7eb-a989-2a5ccd5e1a7b,Upstartle,3.0,"Answer:
3"
17408813-8763-ce85-d6fa-255cc1ccaa11,GupShup,4.0,"Answer:
4"
b489a07e-7586-9b4c-86c9-e1f4730610ba,OTOY,4.0,Answer: 4
a50d8394-b76d-92d6-58a9-f92004b42929,Ammunition Group,5.0,Answer: 5
f54c1251-58e6-9728-5ce8-4ec1bcb8b0fc,Pinpoint Systems Corporation,4.0,Answer: 4
b93ced35-0ec5-3cc2-86a6-8bf082904147,IGG,4.0,Answer: 4
4860d077-72de-f310-b2b0-842dd811a129,ForeFlight,3.0,3
3682fe31-5eab-ff7e-af93-20287d9eb028,Spire Global,5.0,Answer: 5
097d5f58-8bef-dce8-f8da-eefe2a9c53c2,Staffing nvish,2.0,2
58a49f48-f049-1150-d215-51ee302ae0dd,Riot Games,5.0,[Answer: 5]
08188951-6e48-e08a-4569-f90436c594e3,Zendesk,5.0,Answer: 5
1d701078-0332-e91c-7821-e3680d49aa3d,Comindwork,3.0,Answer: 3
ca34ca94-d5dc-1013-6d5e-381f55a1f1e2,TennisPoint,3.0,Answer: 3
96f183c6-46a7-277c-a7b5-68cc91e4d21f,Switch2Health,4.0,Answer: 4
14c5b1f7-b821-b6ca-0208-ea4b3138bd37,True Anthem,3.0,"Answer:
3"
d6579f4e-8086-6558-03cb-c916596b79e1,Lava Row,2.0,Answer: 2
24be1527-bb87-26d7-5f2a-3a5150e5a27f,Cherwell Software,4.0,Answer: 4
ff1e8767-2b06-f3a7-21a1-b8b89b5dbb73,Twiddla,2.0,2
25cce7d7-f0ce-73f0-fcce-851228be232e,Minted,3.0,3
5abbe513-4087-df21-143b-8f8b012c8377,MongoDB,3.0,3
48ee5f15-554e-f289-3ecc-dac13555eca4,Prezi,3.0,Answer: 3
712f7252-e1a3-3c87-d1bb-948a8de89f3d,Novologies,2.0,Answer: 2
e5d04317-9254-8426-7b7a-b87a6d280bb3,Vyond,4.0,Answer: 4
255d0a82-2595-bea0-58c5-a673ea628140,Investing Minds,3.0,3
002fa50a-e004-fb59-c783-cd0f8c05e77c,Magic Logix,4.0,Answer: 4
bcb617c3-9e43-d5b0-1d14-82b795f2642f,Airbnb,5.0,Answer: 5
578ca62a-9c9a-78e0-8351-7234f6637e2f,swindlr,4.0,Answer: 4
7912d431-eb22-b184-67d6-d23f4df34c58,Dataupia,5.0,Answer: 5
051db092-1e48-1d89-4afc-9e5c94b543c9,Conductor,5.0,Answer: 5
cf7e14df-a731-5b84-2485-6edfc76e8368,Dynatrace,5.0,Answer: 5
3a1834a9-aba4-0802-59d9-e7892a63cc77,RoyaltyShare,4.0,Answer: 4
980cb6e5-4e6e-f6ff-8318-255e1d1db071,TheWrap,3.0,Answer: 3
3286787f-29c9-73f0-b16f-84b66b89a294,Centrify,5.0,Answer: 5
56064d8a-264f-f218-abfa-af60620378ed,BackType,3.0,Answer: 3
cac0e598-4d97-6e2e-7674-8f9be0d2d1ad,Imergy Power Systems,3.0,Answer: 3
76557ce8-2456-5048-5a71-3c4097256d53,DeepVu,3.0,Answer: 3
5d696d2d-c4a5-6b6d-dd6e-552f3220ec14,Poll Everywhere,3.0,Answer: 3
af364c3b-ad3b-82e0-a89d-cda1f3ebf728,Palo Alto Networks,5.0,Answer: 5
1cf27259-85d4-a131-051d-260a3a17e092,Help Scout,3.0,Answer: 3
dba606d8-3d21-1bdb-a6ee-78db6a430b55,Occipital,5.0,Answer: 5
8a7a376a-02db-3634-c38e-e95b833bf040,Gust,4.0,Answer: 4
51ac54fd-3662-7a04-e01b-67420e164a34,Popscreen,3.0,Answer: 3
33a97e70-f137-e90f-8d68-950a043ee09f,Lyft,5.0,Answer: 5
248f4214-eedd-0432-0807-8c186ccca30f,Fitbit,4.0,Answer: 4
bd22ad58-0fa7-3d1d-3077-a01da5bd6a84,Demandbase,5.0,Answer: 5
bd8a3f7c-09c2-ddf2-b877-9d103d83b5ac,PeopleBrowsr,3.0,3
46465f97-9699-6e8a-3c7e-2343dac78938,LeagueApps,4.0,Answer: 4
73b8d7d7-91c2-8978-1cf9-6522fc932129,Twonq,3.0,Answer: 3
3cb517c0-89d0-0a9a-2e9d-463766f3a55f,Postbox,3.0,3
8e51db8e-e2bc-1624-d09e-79d9bd3704b6,StudioNow,5.0,Answer: 5
a1d30124-737c-8b35-6b65-fab3f3dc4a12,GoodGuide,4.0,Answer: 4
086f98f4-4f4e-f8c4-2ee8-1e65188c59f3,Foodista,2.0,Answer: 2
9029d94c-3abc-5f44-e98b-8d02b41c4281,chi.mp,3.0,Answer: 3
fde823b6-1d22-d8a3-7411-c9e13b363f56,SailPoint,5.0,Answer: 5
07b6189a-144a-82aa-41e1-261366d4a74c,Shastic,4.0,Answer: 4
ab5c6514-4073-9772-7b7b-83687e027883,Band Metrics,3.0,3
d0ea59c3-ccad-fdae-6335-1ef267a6aa62,Altos Research,4.0,Answer: 4
689e7a3a-7f22-a59e-704d-fe8da8c9e505,Xactly,4.0,Answer: 4
380d4483-2fef-40ce-5155-dfcd2a3467d3,i.TV,3.0,Answer: 3
64d63786-5469-518e-d1ff-99df2479a00a,Expensify,4.0,4
de94cff3-36b0-2061-eaca-632ebae2e15f,Tula Technology,5.0,Answer: 5
6cf3bea3-ecbc-fdd3-d692-c47526fcf9ee,Endavo Media and Communications,2.0,2
ec346518-e5a7-2330-daa3-259992890c01,Academia.edu,2.0,2
96aaa0b7-eed0-6d37-9331-7a8d962a434e,ElementBars.com,3.0,Answer: 3
a91ee53c-7e80-8a83-fc04-e9eb39f6a8cc,"Ragic, Inc.",3.0,3
da069ee5-4a16-3cda-ef8e-5d39c608cdc0,GameSalad,4.0,Answer: 4
581f9987-87b3-621e-081e-8bba0f9936af,Mobelux,3.0,Answer: 3
cce7b896-7fa9-eb9e-4586-82263f72e4b2,Ground Labs,4.0,Answer: 4
2c294921-0f81-48b2-bc1a-cf4c1fe76cbd,BuzzStream,4.0,Answer: 4
4fc54b70-3d2c-1dc0-4a82-6ca28c3b4905,NOTCOT,3.0,Answer: 3
df9ec4b6-e5fd-f1ca-7f88-2f0b644e9f6f,Wiggio,4.0,Answer: 4
2f8cdff6-6d9f-4af4-9d4c-04d1452a99bd,Smule,5.0,Answer: 5
eb0b3013-5556-9275-93a6-d292d43088f2,LifeMed Media,4.0,[Answer: 4]
c2750511-2ce2-6588-58e5-b761f56b5160,Dialpad,4.0,Answer: 4
b2097b9c-0da1-510f-d1b3-531cd24d2bac,Green Plug,2.0,Answer: 2
7846c306-1a17-e172-9a00-9ff3bf986b09,CREOpoint,5.0,Answer: 5
3c6dd438-e0c8-e7ac-a8c0-0eccafbbbcce,Healism,2.0,Answer: 2
b1b62664-88c4-b855-3dbf-bb32d1dd8935,Vuclip,5.0,Answer: 5
f267a617-e1ce-fa6e-b440-9adb8ff09caf,Cloudera,5.0,Answer: 5
bbf2555d-6b35-2109-b1b0-171cbd044495,AlphaClone,4.0,Answer: 4
d8ab784f-c48c-f8c3-9045-ce54b85d1ae3,A10 Networks,4.0,Answer: 4
9bf8fe91-db81-c9c2-e9e8-6da0d17c6d99,Diffbot,5.0,Answer: 5
9c2c20e6-8c47-21d4-1669-e8db24b1facf,Kwanzoo,3.0,3
f0ff6d7d-a552-7940-0ca4-dc72a9ddfa78,Totlol,3.0,"Answer:
3"
fb33afb5-3dbb-47ba-c449-42783d85f088,Rubysophic,5.0,Answer: 5
a6f7c2c0-4ba7-c1ee-4b5d-444a4b0b80a4,Voxox,3.0,Answer: 3
b78ed43c-4f5b-b4b2-9ee3-cc61d9f252b8,VideoPros,3.0,Answer: 3
d41fefb6-d971-be98-1711-95dba9ea6a69,TRX Systems,4.0,Answer: 4
758a79aa-cf07-1c15-2843-e21ce34000fd,Lookout,5.0,Answer: 5
ba524b0e-ecfe-ea0c-fa9a-fbfdae43f3e2,Liquor.com,2.0,Answer: 2
038085a9-a00b-0e58-0674-00be0f997e8b,CONTUS Tech,3.0,Answer: 3
dc877b6f-06db-2308-a174-10ba958da55b,fanBunker,3.0,Answer: 3
e9e4e5b9-8960-6892-b722-85702ce836ff,ExtendMD,5.0,Answer: 5
8d45a612-142c-5647-57d3-a6cd70cf990d,GetVoIP,4.0,Answer: 4
b3069776-12eb-eb82-3c19-93fd054fad06,Clearleap,4.0,Answer: 4
0de5f9ec-a4e9-41ad-c8b9-abb094529eed,Applied Ventures,3.0,3
123fdf39-1f17-cc2e-8249-d9c7567a6991,Bestcovery.com,5.0,Answer: 5
dfe0773a-a122-c1dd-35f8-831cf5cafec2,dailymile,3.0,Answer: 3
b2d5980b-bccb-a961-f0ac-6e4e46b30ede,Twilio,5.0,Answer: 5
6e77d764-b6e7-099f-ddd2-cef4ed020117,BarterQuest,3.0,3
211cd373-87b6-483a-90b5-d19899084969,MediaMath,4.0,Answer: 4
34667a59-a9ef-8e4e-2f74-1ed3a8f86312,Zuberance,3.0,Answer: 3
b026c220-6e4c-f201-8495-1b74888ce7b0,Spork Marketing,3.0,3
ceaadb16-7a41-3323-39bc-8a5da9716c6d,"Synthesio, an Ipsos Company",4.0,Answer: 4
d05b78df-b67f-6896-6f2e-a9ca00e169d2,Queralt,3.0,Answer: 3
0a14ac0e-5cf9-fd72-7b45-1b3cf7166cb7,Refinery29,4.0,Answer: 4
c0714079-4a5f-20b4-791c-c18e2caa7bef,p3 Technologies,3.0,Answer: 3
8a0fa477-f85e-45a2-9595-ec3073d5c591,OwnerIQ,3.0,"Answer:
3"
794626df-21da-a4c9-34dd-e1f32ef0d48b,Hook Mobile,4.0,Answer: 4
676ca56d-37fe-30ac-7c0d-2519d9c24670,Liferay,4.0,Answer: 4
472debe8-b2ec-761a-1995-593850e3214c,artcloud,3.0,3
04d42eed-e144-ed46-e5e7-3d4c508760b7,ItRunsInMyFamily.com,2.0,Answer: 2
f0e8cd62-6cf1-fe7b-434b-a03eee2367a0,Statix TV,3.0,3
944fb6ce-ef9a-b6f1-909e-94d3ea7627e1,Geocade,3.0,"Answer:
3"
b26c495e-8dc4-b425-4b6c-7134adaaed51,CrowdPicks,3.0,Answer: 3
d70f5c76-8aee-0581-ccf6-d44e2ae6a5f7,Contour Data Solutions,4.0,Answer: 4
4e4dc48f-f93a-9d83-7575-f73e8a8c3ee3,Novalsys,3.0,Answer: 3
5f603ee3-efb8-3bb3-cbd4-8845eb2e8165,IowaComputerGurus,4.0,Answer: 4
ff614a2a-762d-227a-fe85-ccd8aff1d5be,PerkSpot,5.0,Answer: 5
2c5a66b8-c328-cb59-44ae-28ade3bb7254,Sperse,4.0,Answer: 4
7e463677-917a-fe50-2712-ecfe16dc98b7,Unison Technologies,5.0,Answer: 5
a4f2e428-c369-152a-c5da-6a55ad68c9ac,Silver Tail Systems,5.0,[Answer: 5]
1221901f-82e8-9556-b9e9-25aba457770d,Modelinia,3.0,3
5f42a933-7763-21e2-18b5-b4f1a5c9525c,Cartfly,4.0,Answer: 4
d0dd8c0e-c054-40f9-8d44-301ec48b620c,Quantance,4.0,Answer: 4
8e4fc8f3-a74c-7cae-9fea-9d4333002165,Veeam Software,5.0,Answer: 5
f0df617a-b341-0033-d6e9-c8d3c41e84b7,Qitera,2.0,Answer: 2
21b16b6f-0f9c-59dd-7a97-432c4f38ca49,Wealthfront,4.0,Answer: 4
78925eb2-3bde-e754-3c15-40b8872191da,ZimpleMoney,2.0,Answer: 2
52a06969-4c76-fc34-7edf-81494227c699,Stax Networks,3.0,Answer: 3
dce5325d-f778-10ab-f2d1-ebd6dcdc00a3,Yubico,4.0,"Answer:
4"
c440f450-fb41-2d6e-0105-76b05b00ed93,Stanfy,3.0,"Answer:
3"
46c20942-e9d8-fcd2-7d1b-0122529f54d4,7 Mile Advisors,3.0,3
41b78545-5062-a00f-0281-2281f9aef7e8,Influent,5.0,Answer: 5
f95dbe85-5899-2d67-3322-a625cd4d8903,Proclivity Media,4.0,Answer: 4
2567054e-c157-dbec-3012-eb809e0cf236,Revenue Architects,3.0,Answer: 3
74faf08f-93bd-fbe3-4089-f2e175a2d7f9,Conviva,5.0,Answer: 5
020a4fec-4cf7-531d-29d9-f490b9462d44,Aragon Consulting Group,4.0,"Answer:
4"
a5b50aa2-d5f0-f78e-0553-c7ed20b92bdb,Quanterix,3.0,3
