org_uuid,founded_on,founded_year,success_label_5y,success_label_10y,org_name,outcome_type,city,founder_count,founder_gender_diversity,has_top_school_founder,num_optimal_degrees,optimal_degree_ratio,is_repeat_founder,founder_gender_missing,founder_degree_missing,founder_school_missing,founder_desc_missing,age_at_first_funding,first_funding_delay,early_series_count,avg_time_to_early_round_months,avg_time_between_rounds,burn_rate,has_funding_data,num_disclosed_rounds,has_disclosed_funding,funding_velocity,first_funding_amount_bucket,is_startup_hub,cohort_funding_density,investor_count,has_known_investor,merge_date,gdp_growth_avg_15m,gdp_growth_delta_3m,interest_rate_fed_funds_avg_15m,interest_rate_fed_funds_delta_3m,fed_funds_rate_latest,yield_curve_10y_2y_avg_15m,yield_curve_inversion_flag,unemployment_rate_avg_15m,cpi_inflation_avg_15m,consumer_sentiment_avg_15m,consumer_sentiment_z_latest,vix_index_max_15m,vix_spike_flag,vix_latest,sp500_price_change_3m,sp500_volatility_3m,sp500_momentum_latest,org_desc_sentiment_finbert,founder_desc_sentiment_finbert,org_desc_sim_exemplar,founder_desc_sim_exemplar,llm_founder_score,llm_outlook_align_score_avg,llm_outlook_align_score_binned,industry_outlook_sentiment_finbert,industry_timing_sentiment_finbert,avg_etf_return_3m,avg_etf_volatility_3m,avg_etf_momentum_latest,avg_etf_golden_cross_flag,avg_etf_ma50_to_price_ratio,industry_Life_Sciences,industry_Fintech,industry_Consumer_Goods,industry_Technology,industry_Cleantech,industry_Transportation,industry_Media_Entertainment_Gaming,industry_Telecom,industry_Real_Estate,Episode,Agent
439b01c9-2396-4050-bcfd-8e3fb70b1fd2,2019-01-01,2019,False,False,Mudstack,still_active,Roswell,1,0.0,False,0,0.0,False,False,True,True,False,24.83333333333333,24.83333333333333,2.0,28.883333333333333,8.099999999999998,69838.05668016196,True,2,True,0.4,<$100K,False,7,5.0,False,2019-01-01,2.275,0.8999999999999999,1.975625,0.02,2.42,0.3314577025872245,0,3.875,251.7865,97.5625,-0.147664272624671,24.95325471698113,0,12.945344827586208,148.744838791019,0.0305368288652928,153.07650351956363,0,0,0.346752882003784,0.47469162940979,2.0,4.0,0.0,-0.8912993669509888,-0.7835781723260881,0.0003929920100318,0.0120220887877116,0.0332876627661985,1.0,0.9448667372786724,0,0,0,1,0,0,1,0,0,30.0,Agent B
a1481d2d-ff18-436b-b662-1bb18e569cea,2019-01-01,2019,False,False,Wirestock,closed,San Jose,2,0.0,False,2,1.0,False,False,False,True,False,34.56666666666667,34.56666666666667,2.0,44.6,20.066666666666663,70927.39475289811,True,2,True,0.4,$2M-10M,False,128,8.0,False,2019-01-01,2.275,0.8999999999999999,1.975625,0.02,2.42,0.3314577025872245,0,3.875,251.7865,97.5625,-0.147664272624671,24.95325471698113,0,12.945344827586208,148.744838791019,0.0305368288652928,153.07650351956363,0,0,0.319446176290512,0.537034749984741,3.0,4.0,0.0,-0.0895289778709412,-0.2792553007602691,0.0007177918037393,0.0117701184623768,0.0415404673889106,1.0,0.938590938544252,0,0,1,1,0,0,0,0,0,30.0,Agent B
a5e153bc-5780-4198-8aad-efff9c04043c,2019-06-25,2019,False,False,Katla,still_active,New York,1,0.0,False,0,0.0,False,False,True,True,False,17.966666666666665,17.966666666666665,1.0,17.966666666666665,,72356.21521335808,True,1,True,0.2,$500K-2M,True,1158,4.0,False,2019-06-25,2.71875,1.4,2.20125,-0.3399999999999998,2.04,0.2080867930417259,0,3.75625,253.6485625,96.6875,-1.141562530865134,24.95325471698113,0,15.58981981981982,-14.52574567568854,0.0321543308520217,164.49371170763698,0,0,0.257119178771972,0.383097141981124,5.0,4.0,0.0,-0.0895289778709412,-0.2792553007602691,0.0005312035573856,0.0101989691400496,0.0244004866660809,1.0,0.9877427475374788,0,0,1,0,0,0,0,0,0,30.0,Agent B
7ecdb536-38a3-479a-9e74-265ff145b14c,2019-12-01,2019,False,False,it81,still_active,Miami,1,0.0,False,0,0.0,False,False,True,True,False,10.466666666666669,10.466666666666669,1.0,10.466666666666669,,23885.350318471337,True,1,True,0.2,$100K-500K,False,208,,False,2019-12-01,1.5375,-8.3,1.996875,-0.9,0.65,0.1916061070113567,0,3.71875,256.0656875,96.25,-1.9060229631617929,57.66427983539095,1,57.66427983539095,-623.0857495446194,0.058588883356042,-265.2770101574356,0,0,0.293715476989746,0.393958687782287,2.0,3.0,-1.0,-0.0895289778709412,-0.2792553007602691,-7.275644014131683e-05,0.0112122338736046,-0.1281622354256203,1.0,1.197451474216355,0,0,1,0,0,0,0,0,0,30.0,Agent B
93b97f19-8c90-4f9c-86b6-f01d19ac7a2e,2019-01-01,2019,True,True,Hoss,acquisition,Mountain View,2,0.0,False,2,1.0,False,False,False,True,False,17.8,17.8,1.0,17.8,,89887.6404494382,True,1,True,0.2,$500K-2M,False,51,9.0,True,2019-01-01,2.275,0.8999999999999999,1.975625,0.02,2.42,0.3314577025872245,0,3.875,251.7865,97.5625,-0.147664272624671,24.95325471698113,0,12.945344827586208,148.744838791019,0.0305368288652928,153.07650351956363,0,0,0.371973276138305,0.478239357471466,3.0,4.0,0.0,-0.9241734445095062,-0.8488849923014641,0.0007576763057985,0.0129876350830653,0.0424516738522874,1.0,0.9326290516007052,0,0,0,1,0,0,0,0,0,30.0,Agent B
f4ceee0d-70c9-49a6-be8d-08d4164d7de7,2020-01-01,2020,False,False,Prism Medical Health Services,still_active,Scottsdale,1,0.0,False,1,1.0,False,False,False,True,False,,,,,,,False,0,False,,,False,56,,False,2020-01-01,-0.2562499999999998,-22.6,1.858125,-1.5,0.05,0.2088959268714738,0,4.4,256.26975,94.59375,-3.2005837125422136,57.66427983539095,1,41.45474137931034,-518.1597724137769,0.0592707801885765,-171.73067932630738,0,0,0.336148709058761,0.459049522876739,3.0,4.0,0.0,-0.9157696552574636,-0.8390670865774156,0.0006865450515453,0.0127220556855551,0.0525252059667314,0.0,0.9759548621568842,1,0,0,0,0,0,0,0,0,30.0,Agent B
c0a5e019-0dde-48a7-a94a-bf09a87ac023,2020-01-01,2020,False,False,ConKay Medical Systems,still_active,Pleasanton,1,0.0,False,1,1.0,False,False,False,True,False,51.266666666666666,51.266666666666666,1.0,51.266666666666666,,35110.53315994798,True,1,True,0.2,$500K-2M,False,21,3.0,False,2020-01-01,-0.2562499999999998,-22.6,1.858125,-1.5,0.05,0.2088959268714738,0,4.4,256.26975,94.59375,-3.2005837125422136,57.66427983539095,1,41.45474137931034,-518.1597724137769,0.0592707801885765,-171.73067932630738,0,0,0.160929277539253,0.522491574287414,3.0,4.0,0.0,-0.9157696552574636,-0.8390670865774156,0.0006865450515453,0.0127220556855551,0.0525252059667314,0.0,0.9759548621568842,1,0,0,0,0,0,0,0,0,30.0,Agent B
a9b9228c-2491-4780-b6eb-135c308a3641,2020-01-01,2020,True,True,Lean Financial,acquisition,San Diego,1,0.0,False,0,0.0,False,False,True,True,False,15.166666666666666,15.166666666666666,3.0,20.35555555555556,5.1000000000000005,220762.15505913275,True,3,True,0.6,$500K-2M,False,156,18.0,False,2020-01-01,-0.2562499999999998,-22.6,1.858125,-1.5,0.05,0.2088959268714738,0,4.4,256.26975,94.59375,-3.2005837125422136,57.66427983539095,1,41.45474137931034,-518.1597724137769,0.0592707801885765,-171.73067932630738,0,0,0.285676181316375,0.579816937446594,3.0,5.0,1.0,-0.9065540209412576,-0.7692617848515511,0.001098520112448,0.0165458542836207,0.0082520702835462,0.0,1.0715311983048634,0,1,0,0,0,0,0,0,0,30.0,Agent B
46443190-a0ae-4cd4-b291-6b3fc55cadf7,2020-01-21,2020,True,True,Major Care,acquisition,Madison,1,0.0,False,0,0.0,False,False,True,True,False,,,,,,,False,0,False,,,False,30,,False,2020-01-21,-0.2562499999999998,-22.6,1.858125,-1.5,0.05,0.2088959268714738,0,4.4,256.26975,94.59375,-3.2005837125422136,57.66427983539095,1,41.45474137931034,-518.1597724137769,0.0592707801885765,-171.73067932630738,1,0,0.224319756031036,0.298180937767028,3.0,4.0,0.0,-0.9157696552574636,-0.8390670865774156,0.0010765108262662,0.0144578418303085,0.0439426352174521,0.5,0.9953824368880696,1,0,0,1,0,0,0,0,0,30.0,Agent B
65065ff4-9b1f-4fc9-93e4-51011890d2f7,2020-01-15,2020,False,False,InstaKin,too_young,Boston,1,0.0,False,0,0.0,False,False,True,True,False,9.7,9.7,2.0,13.233333333333333,7.066666666666666,105864.8111332008,True,2,True,0.4,$100K-500K,True,244,6.0,True,2020-01-15,-0.2562499999999998,-22.6,1.858125,-1.5,0.05,0.2088959268714738,0,4.4,256.26975,94.59375,-3.2005837125422136,57.66427983539095,1,41.45474137931034,-518.1597724137769,0.0592707801885765,-171.73067932630738,0,0,0.273401141166687,0.463400512933731,3.0,4.0,0.0,-0.9065540209412576,-0.7692617848515511,0.001098520112448,0.0165458542836207,0.0082520702835462,0.0,1.0715311983048634,0,1,0,0,0,0,0,0,0,30.0,Agent B
