org_uuid,founded_on,founded_year,success_label_5y,success_label_10y,org_name,outcome_type,city,founder_count,founder_gender_diversity,has_top_school_founder,num_optimal_degrees,optimal_degree_ratio,is_repeat_founder,founder_gender_missing,founder_degree_missing,founder_school_missing,founder_desc_missing,age_at_first_funding,first_funding_delay,early_series_count,avg_time_to_early_round_months,avg_time_between_rounds,burn_rate,has_funding_data,num_disclosed_rounds,has_disclosed_funding,funding_velocity,first_funding_amount_bucket,is_startup_hub,cohort_funding_density,investor_count,has_known_investor,merge_date,gdp_growth_avg_15m,gdp_growth_delta_3m,interest_rate_fed_funds_avg_15m,interest_rate_fed_funds_delta_3m,fed_funds_rate_latest,yield_curve_10y_2y_avg_15m,yield_curve_inversion_flag,unemployment_rate_avg_15m,cpi_inflation_avg_15m,consumer_sentiment_avg_15m,consumer_sentiment_z_latest,vix_index_max_15m,vix_spike_flag,vix_latest,sp500_price_change_3m,sp500_volatility_3m,sp500_momentum_latest,org_desc_sentiment_finbert,founder_desc_sentiment_finbert,org_desc_sim_exemplar,founder_desc_sim_exemplar,llm_founder_score,llm_outlook_align_score_avg,llm_outlook_align_score_binned,industry_outlook_sentiment_finbert,industry_timing_sentiment_finbert,avg_etf_return_3m,avg_etf_volatility_3m,avg_etf_momentum_latest,avg_etf_golden_cross_flag,avg_etf_ma50_to_price_ratio,industry_Life_Sciences,industry_Fintech,industry_Consumer_Goods,industry_Technology,industry_Cleantech,industry_Transportation,industry_Media_Entertainment_Gaming,industry_Telecom,industry_Real_Estate,Episode,Agent
7fc02f31-40d8-4828-9d1f-a9ac7753655e,2019-01-01,2019,True,True,Neumora Therapeutics,ipo,Watertown,1,0.0,True,0,0.0,False,False,True,False,False,,,,,,,False,0,False,,,False,9,,False,2019-01-01,2.275,0.8999999999999999,1.975625,0.02,2.42,0.3314577025872245,0,3.875,251.7865,97.5625,-0.147664272624671,24.95325471698113,0,12.945344827586208,148.744838791019,0.0305368288652928,153.07650351956363,0,0,0.195493102073669,0.391806900501251,3.0,5.0,1.0,-0.915710974484682,-0.7188179939985275,0.0003464811840548,0.0101204996864182,-0.0071488106975211,1.0,1.0135893191937255,1,0,0,0,0,0,0,0,0,10.0,Agent A
1a4e8e31-c8f7-4350-a363-00adc499f697,2019-03-19,2019,False,False,Aloha Pay,still_active,Honolulu,1,0.0,False,1,1.0,False,False,False,True,False,,,,,,,False,0,False,,,False,13,,False,2019-03-19,2.2875,0.8999999999999999,2.0968750000000003,-0.0300000000000002,2.38,0.2822621207880547,0,3.81875,252.5440625,97.7375,0.1907128663684598,24.95325471698113,0,15.849004524886878,-14.642284015352743,0.0297281551161594,122.83327657021164,1,0,0.273687303066253,0.351279139518737,3.0,4.0,0.0,-0.9241734445095062,-0.8488849923014641,0.0005744502951668,0.0130661915292207,0.0008093344422921,1.0,0.992185067165528,0,0,0,1,0,0,0,0,0,10.0,Agent A
a2edd39c-84f1-4a65-af33-ade905e1144a,2019-01-01,2019,True,True,Dasera,acquisition,Mountain View,1,0.0,False,1,1.0,False,False,False,True,False,8.1,8.1,2.0,18.066666666666663,19.933333333333337,321046.3733650416,True,2,True,0.4,$2M-10M,False,51,8.0,False,2019-01-01,2.275,0.8999999999999999,1.975625,0.02,2.42,0.3314577025872245,0,3.875,251.7865,97.5625,-0.147664272624671,24.95325471698113,0,12.945344827586208,148.744838791019,0.0305368288652928,153.07650351956363,0,1,0.272119998931884,0.390093386173248,4.0,4.0,0.0,-0.9241734445095062,-0.8488849923014641,0.0007576763057985,0.0129876350830653,0.0424516738522874,1.0,0.9326290516007052,0,0,0,1,0,0,0,0,0,10.0,Agent A
eea094bb-2960-441c-93e4-38b99c4ebbc3,2019-09-01,2019,True,True,Launchable,acquisition,San Jose,1,0.0,False,0,0.0,False,False,True,True,False,2.1666666666666665,2.1666666666666665,1.0,2.1666666666666665,,1476923.076923077,True,1,True,0.2,$2M-10M,False,128,10.0,False,2019-09-01,2.8,-2.0,2.1568750000000003,-0.49,1.55,0.188755011870159,0,3.70625,254.884125,96.64375,0.8566487240496359,24.95325471698113,0,13.747124463519311,198.97591492205493,0.033507000564531,306.0911804036173,0,0,0.282461881637573,0.266471564769744,3.0,4.0,0.0,-0.9241734445095062,-0.8488849923014641,0.0007669640272407,0.0127663026643007,0.0222465703362126,1.0,0.9511571032863964,0,0,0,1,0,0,0,0,0,10.0,Agent A
11216c11-9c29-4f9e-8063-066c552c035f,2019-01-01,2019,True,True,Cyclerion Therapeutics,ipo,Cambridge,1,0.0,True,1,1.0,False,False,False,False,False,,,,,,,False,0,False,,,False,85,,False,2019-01-01,2.275,0.8999999999999999,1.975625,0.02,2.42,0.3314577025872245,0,3.875,251.7865,97.5625,-0.147664272624671,24.95325471698113,0,12.945344827586208,148.744838791019,0.0305368288652928,153.07650351956363,0,0,0.232486635446548,0.470442712306976,4.0,5.0,1.0,-0.915710974484682,-0.7188179939985275,0.0003464811840548,0.0101204996864182,-0.0071488106975211,1.0,1.0135893191937255,1,0,0,0,0,0,0,0,0,10.0,Agent A
6a334312-dd01-434f-a9f6-b7e0a73375cf,2020-01-07,2020,False,False,Degree Insurance Co.,too_young,Arlington Heights,1,0.0,False,0,0.0,False,False,True,True,False,5.866666666666666,5.866666666666666,1.0,5.866666666666666,,268465.9090909091,True,1,True,0.2,$500K-2M,False,3,2.0,False,2020-01-07,-0.2562499999999998,-22.6,1.858125,-1.5,0.05,0.2088959268714738,0,4.4,256.26975,94.59375,-3.2005837125422136,57.66427983539095,1,41.45474137931034,-518.1597724137769,0.0592707801885765,-171.73067932630738,1,0,0.07324943691492,0.457574665546417,2.0,4.0,0.0,-0.9065540209412576,-0.7692617848515511,0.001098520112448,0.0165458542836207,0.0082520702835462,0.0,1.0715311983048634,0,1,0,0,0,0,0,0,0,10.0,Agent A
42851541-8a68-4727-825d-aa4d257221d1,2020-11-15,2020,False,False,UBIAI,too_young,Carlsbad,1,0.0,False,0,0.0,False,False,True,True,False,,,,,,,False,0,False,,,False,14,,False,2020-11-15,2.174999999999999,1.1999999999999993,0.48625,-0.0099999999999999,0.08,0.5332159540558176,0,7.3125,259.311875,83.15,-0.6040300245300173,57.66427983539095,1,23.12542857142857,188.4267368861606,0.0605995026112222,597.0892854495087,0,0,0.28691828250885,0.283483922481536,3.0,4.0,0.0,-0.8864510133862495,-0.7605186253786087,0.0016320521755566,0.0183236427317374,0.0296209575656256,1.0,0.9617641740082084,0,0,0,1,0,0,0,0,0,10.0,Agent A
9ac0a0e4-3c19-4c7d-8605-8fcfaae64647,2020-12-01,2020,False,False,Hayden Home Mortgage,too_young,Chantilly,1,0.0,False,0,0.0,False,False,True,True,False,,,,,,,False,0,False,,,False,3,,False,2020-12-01,2.35,1.1999999999999993,0.39375,-0.0199999999999999,0.07,0.6120719446125754,0,7.46875,259.74737500000003,82.40625,0.2522803930728861,57.66427983539095,1,21.84304347826087,116.22172797322264,0.0606263814786775,573.4171349275753,0,0,0.232773303985595,0.402840256690979,3.0,4.0,0.0,-0.9065540209412576,-0.7692617848515511,0.0012929618223293,0.0191228850873316,-0.0430858578832784,1.0,1.0513929142454477,0,1,0,0,0,0,0,0,0,10.0,Agent A
5f41efc7-fbd0-4988-98c4-fb5239410daa,2020-04-25,2020,False,False,CRED iQ,too_young,Wayne,1,0.0,False,1,1.0,False,False,False,True,False,,,,,,,False,0,False,,,False,4,,False,2020-04-25,-2.0375000000000005,63.3,1.42125,0.0399999999999999,0.0899999999999999,0.2725639524052757,0,5.825,256.9596875,90.8125,-1.6893481334146316,57.66427983539095,1,26.843909465020573,287.4227930265765,0.0610366796525132,207.59209726566,0,0,0.134195744991302,0.56394737958908,3.0,4.0,0.0,-0.8864510133862495,-0.7605186253786087,0.0014799831622141,0.0169185514289733,0.0380204261352989,1.0,0.9364996864895956,0,0,0,1,0,0,0,0,0,10.0,Agent A
b303a356-6841-4bbe-a0d8-987d1092f09c,2020-06-15,2020,False,False,LaunchPoint EPS,too_young,Goleta,1,0.0,False,1,1.0,False,False,False,True,False,0.1,0.1,1.0,0.1,,20750000.0,True,1,True,0.2,$2M-10M,False,3,1.0,False,2020-06-15,1.9375000000000004,63.3,1.1324999999999998,0.0099999999999999,0.09,0.3149976010323511,0,6.38125,257.50868749999995,88.14375,-0.6860421085914991,57.66427983539095,1,27.660991379310342,159.77665394100586,0.0620659160543369,305.00216984214103,0,0,0.255662590265274,0.399325281381607,3.0,4.5,1.0,-0.8520246595144273,-0.8674912862479688,0.0018262899242619,0.0208771925627699,0.0415472607586096,1.0,0.922050331118483,0,0,0,0,1,1,0,0,0,10.0,Agent A
